age,employment_status,annual_income,avg_monthly_balance,num_deposits_per_month,debit_card_spending,credit_score,num_open_loans,total_outstanding_debt,late_payment_count,loan_default_history,loan_application_amount,loan_repayment_history,debt_to_income_ratio,credit_risk
24,Self-Employed,25416.0,3309.0,10,100,633.0,3,15090.0,1,0,12026,Average,0.594,1
46,Employed,52523.0,1783.0,14,2310,733.0,2,36164.0,2,0,9556,Poor,0.689,0
49,Employed,190006.0,6747.0,15,4935,780.0,3,40203.0,4,0,16323,Good,0.212,0
65,Employed,49208.0,727.0,13,1933,613.0,3,13033.0,3,0,16680,Excellent,0.265,1
54,Employed,49727.0,599.0,5,1410,644.0,3,1566.0,0,0,18192,Good,0.031,0
43,Employed,24885.0,2224.0,2,100,810.0,1,7533.0,2,0,5644,Poor,0.303,0
57,Employed,92536.0,2165.0,2,2436,607.0,2,19118.0,1,0,1000,Excellent,0.207,1
31,Employed,92905.0,2918.0,11,1290,579.0,1,15711.0,0,0,18934,Excellent,0.169,1
26,Self-Employed,84887.0,3933.0,9,4507,795.0,0,56216.0,0,0,17702,Good,0.662,0
38,Employed,38910.0,580.0,9,608,770.0,3,11397.0,1,0,10023,Excellent,0.293,0
41,Self-Employed,37287.0,2205.0,15,1064,712.0,3,0.0,3,0,13284,Good,0.0,1
62,Employed,27008.0,100.0,13,746,677.0,2,20819.0,2,0,9336,Excellent,0.771,0
56,Employed,57597.0,100.0,2,587,647.0,0,31806.0,3,0,16445,Good,0.552,0
61,Self-Employed,30359.0,1455.0,13,1063,701.0,2,10991.0,0,1,3514,Excellent,0.362,0
58,Employed,28782.0,2565.0,1,864,,5,23411.0,2,0,6421,Good,0.813,0
54,Employed,43567.0,1349.0,1,150,698.0,3,23747.0,1,0,2678,Poor,0.545,0
37,Self-Employed,42026.0,628.0,12,1832,843.0,0,9562.0,4,1,2902,Average,0.228,1
57,Employed,40913.0,2119.0,9,400,613.0,3,15695.0,4,0,12110,Average,0.384,0
45,Self-Employed,71085.0,4711.0,14,2068,679.0,2,15607.0,0,0,21067,Good,0.22,1
58,Employed,57444.0,1817.0,12,949,652.0,4,4019.0,3,0,10562,Excellent,0.07,0
32,Self-Employed,46939.0,100.0,5,589,599.0,1,15539.0,0,1,3965,Good,0.331,1
43,Employed,60824.0,1307.0,3,2699,669.0,2,0.0,0,0,4769,Excellent,0.0,0
62,Employed,31880.0,1268.0,1,560,711.0,2,18483.0,2,1,3365,Good,0.58,1
42,Employed,58279.0,1591.0,15,2172,719.0,2,4655.0,3,0,19886,Average,0.08,1
41,Employed,59750.0,3417.0,4,2817,843.0,1,15653.0,1,0,25745,Average,0.262,0
47,Employed,24063.0,2295.0,11,1199,715.0,4,18877.0,1,0,15016,Excellent,0.784,0
51,Employed,95103.0,5533.0,3,2236,766.0,4,30051.0,4,0,22819,Good,0.316,0
26,Employed,33871.0,2940.0,5,1637,685.0,1,4707.0,0,0,2838,Poor,0.139,0
47,Employed,57801.0,2732.0,10,1415,806.0,3,42573.0,1,0,15599,Good,0.737,0
60,Employed,104351.0,3155.0,8,5212,850.0,1,49230.0,1,0,44054,Average,0.472,0
54,Unemployed,91511.0,3751.0,7,3768,720.0,2,36487.0,1,0,15690,Good,0.399,0
32,Employed,56048.0,2106.0,11,115,606.0,3,25917.0,0,0,6456,Good,0.462,1
65,Employed,45058.0,1707.0,5,317,639.0,2,22519.0,0,0,2248,Average,0.5,1
27,Employed,92616.0,2800.0,10,1430,701.0,1,15611.0,2,0,27039,Good,0.169,0
30,Employed,79712.0,3204.0,14,2624,714.0,2,12180.0,1,0,18819,Good,0.153,0
65,Unemployed,39143.0,1844.0,3,2024,732.0,3,13892.0,0,0,10956,Good,0.355,0
37,Employed,35522.0,295.0,13,505,715.0,2,11382.0,0,0,9715,Average,0.32,0
46,Unemployed,17594.0,538.0,5,100,681.0,0,1236.0,0,0,2475,Excellent,0.07,0
41,Employed,59863.0,4552.0,12,2000,632.0,0,24788.0,1,0,21824,Average,0.414,1
48,Self-Employed,52554.0,100.0,13,1684,710.0,1,5214.0,0,0,18359,Good,0.099,0
22,Employed,102744.0,2170.0,11,1573,819.0,2,71691.0,0,0,36971,Poor,0.698,0
63,Self-Employed,67008.0,1884.0,11,1717,756.0,1,14204.0,1,1,13936,Good,0.212,0
21,Employed,114567.0,1965.0,1,6119,720.0,3,11903.0,0,0,15628,Average,0.104,0
56,Employed,37479.0,2450.0,3,825,757.0,1,10680.0,0,0,1990,Excellent,0.285,0
46,Employed,102855.0,7042.0,2,4195,652.0,5,41587.0,3,0,35363,Good,0.404,0
49,Employed,41117.0,745.0,1,1084,642.0,1,21966.0,1,0,13896,Excellent,0.534,1
41,Unemployed,84353.0,2203.0,5,3120,624.0,2,23394.0,1,1,33182,Good,0.277,1
31,Employed,24656.0,643.0,1,1006,671.0,1,8797.0,2,1,6784,Good,0.357,1
60,Employed,62593.0,2920.0,2,2185,648.0,3,33906.0,1,0,26181,Good,0.542,0
31,Self-Employed,18463.0,1487.0,1,783,771.0,4,0.0,2,0,8557,Excellent,0.0,0
56,Employed,47485.0,100.0,10,848,644.0,2,16720.0,3,0,11660,Excellent,0.352,0
59,Unemployed,70072.0,4026.0,8,1488,620.0,2,52531.0,4,0,8935,Average,0.75,0
60,Self-Employed,41297.0,2811.0,8,1972,826.0,1,10909.0,1,0,5729,Average,0.264,0
55,Employed,30864.0,612.0,13,791,646.0,4,11806.0,1,0,11879,Good,0.383,1
54,Self-Employed,87593.0,1363.0,1,2626,692.0,1,15630.0,2,0,6423,Average,0.178,0
44,Employed,51958.0,976.0,7,1476,714.0,4,5346.0,0,0,11109,Average,0.103,0
42,Employed,42017.0,100.0,3,1284,595.0,2,10976.0,1,0,20822,Excellent,0.261,0
25,Employed,56282.0,3123.0,3,1395,773.0,4,0.0,3,1,21736,Good,0.0,0
53,Employed,200000.0,5051.0,2,9641,728.0,1,24157.0,0,0,46526,Average,0.121,0
56,Self-Employed,103727.0,6401.0,2,5520,797.0,2,27818.0,1,0,9096,Average,0.268,0
40,Unemployed,104246.0,1087.0,10,3566,629.0,3,6986.0,2,0,49210,Good,0.067,0
39,Employed,69887.0,2328.0,6,2256,687.0,4,41668.0,1,0,16371,Good,0.596,0
55,Employed,60274.0,339.0,5,3117,683.0,5,39842.0,2,0,11237,Good,0.661,1
63,Unemployed,15000.0,2068.0,6,677,700.0,1,8443.0,1,0,1120,Good,0.563,0
37,Employed,37860.0,100.0,10,1721,571.0,0,28919.0,2,1,11540,Average,0.764,1
65,Employed,42225.0,100.0,3,1228,688.0,4,24642.0,0,0,4386,Good,0.584,0
63,Employed,19612.0,100.0,7,1222,573.0,2,18856.0,0,0,1000,Good,0.961,1
54,Unemployed,29100.0,1211.0,15,878,707.0,1,7427.0,0,1,7851,Poor,0.255,0
29,Employed,18502.0,100.0,11,100,520.0,4,11603.0,1,0,8937,Excellent,0.627,0
46,Self-Employed,53853.0,3472.0,10,1318,541.0,0,40609.0,0,0,22509,Average,0.754,1
22,Self-Employed,86285.0,5609.0,4,4796,741.0,3,22666.0,0,0,25427,Average,0.263,0
29,Employed,101095.0,7479.0,14,1464,639.0,1,61381.0,1,0,25791,Good,0.607,0
29,Employed,69094.0,4756.0,2,3219,606.0,2,34107.0,3,0,24555,Excellent,0.494,1
60,Self-Employed,32378.0,2286.0,7,1065,775.0,1,338.0,0,0,5878,Good,0.01,0
37,Employed,19005.0,2008.0,4,100,705.0,4,8306.0,1,1,5779,Good,0.437,0
21,Self-Employed,20927.0,100.0,1,835,745.0,1,0.0,1,0,7418,Average,0.0,0
45,Unemployed,27369.0,100.0,9,184,668.0,5,3439.0,3,0,9053,Good,0.126,1
63,Employed,33732.0,1721.0,11,1220,850.0,3,12195.0,0,0,10515,Good,0.362,0
60,Self-Employed,50374.0,1816.0,1,3117,635.0,1,22288.0,0,1,16063,Good,0.442,1
62,Self-Employed,31486.0,100.0,15,422,811.0,2,15427.0,1,0,6526,Good,0.49,0
45,Self-Employed,66272.0,2820.0,1,2533,675.0,0,43810.0,1,0,15649,Good,0.661,1
59,Employed,48404.0,570.0,7,3393,556.0,1,28316.0,2,0,1000,Poor,0.585,1
55,Employed,55320.0,2360.0,7,543,716.0,2,14974.0,0,0,26506,Excellent,0.271,0
23,Employed,102973.0,,9,5333,704.0,2,7096.0,5,0,31923,Excellent,0.069,0
57,Employed,28738.0,1382.0,13,933,601.0,0,26639.0,0,0,7475,Poor,0.927,0
64,Employed,69243.0,3390.0,5,2928,611.0,1,27598.0,3,0,14711,Good,0.399,1
64,Self-Employed,54579.0,1408.0,14,1746,678.0,2,28824.0,2,1,23720,Average,0.528,1
50,Employed,45783.0,3055.0,2,1752,706.0,1,0.0,3,0,8529,Good,0.0,0
58,Employed,89499.0,3711.0,12,3188,495.0,1,35744.0,1,0,26279,Average,0.399,1
54,Employed,89192.0,2781.0,8,4501,759.0,2,22539.0,0,0,17387,Good,0.253,0
32,Self-Employed,32680.0,1943.0,3,464,643.0,2,754.0,1,1,6760,Good,0.023,1
39,Employed,49757.0,100.0,14,2477,580.0,1,27650.0,1,1,1523,Average,0.556,1
57,Employed,64200.0,2418.0,14,894,751.0,2,17107.0,2,0,17474,Good,0.266,0
64,Employed,47332.0,635.0,13,2808,678.0,1,26225.0,1,0,17918,Average,0.554,1
37,Self-Employed,75876.0,1768.0,5,1683,771.0,3,43123.0,0,0,10051,Good,0.568,0
30,Employed,64199.0,4788.0,6,3040,713.0,4,26636.0,0,0,19031,Good,0.415,0
32,Employed,150693.0,9851.0,3,6376,680.0,3,,0,1,26353,Good,0.045,1
36,Unemployed,23705.0,1669.0,6,2232,669.0,3,3170.0,0,0,12940,Average,0.134,0
44,Self-Employed,51418.0,2185.0,5,3250,716.0,3,11032.0,1,0,21010,Good,0.215,0
39,Unemployed,33370.0,100.0,11,1248,649.0,2,21667.0,1,0,6056,Excellent,0.649,1
28,Employed,76676.0,4485.0,7,3881,616.0,3,44928.0,1,0,25259,Average,0.586,0
51,Employed,22599.0,100.0,10,100,726.0,3,10953.0,1,0,1722,Average,0.485,0
41,Self-Employed,66540.0,2958.0,2,524,669.0,0,34365.0,2,0,21601,Poor,0.516,0
37,Employed,38893.0,1719.0,8,1136,683.0,3,4475.0,2,0,13164,Excellent,0.115,0
43,Self-Employed,36728.0,2760.0,6,1082,762.0,2,13068.0,2,1,21135,Average,0.356,0
57,Employed,24823.0,755.0,1,761,671.0,1,8180.0,1,0,7052,Excellent,0.33,0
36,Employed,42587.0,2899.0,15,100,681.0,2,3415.0,1,0,10809,Excellent,0.08,0
26,Employed,99864.0,5939.0,11,1885,635.0,3,9909.0,0,0,5134,Excellent,0.099,0
28,Employed,54243.0,2199.0,11,2726,712.0,2,31968.0,1,1,3829,Excellent,0.589,1
45,Employed,77677.0,2910.0,2,861,706.0,2,30339.0,1,0,18873,Poor,0.391,0
38,Employed,,3907.0,13,1686,748.0,3,78456.0,1,0,18750,Good,0.571,1
45,Unemployed,63586.0,4281.0,3,1360,637.0,3,33356.0,2,0,8046,Good,0.525,1
32,Employed,40447.0,4001.0,14,804,646.0,2,16912.0,1,0,16703,Average,0.418,0
35,Employed,71117.0,3283.0,3,1658,739.0,4,43140.0,1,1,29822,Average,0.607,1
46,Self-Employed,40771.0,1087.0,13,100,699.0,3,5771.0,1,1,8749,Excellent,0.142,0
61,Employed,41675.0,1705.0,10,1187,612.0,3,15078.0,3,0,22982,Average,0.362,0
65,Employed,23841.0,100.0,3,716,778.0,1,15009.0,0,0,2556,Good,0.63,0
46,Self-Employed,91540.0,777.0,11,1579,553.0,2,65956.0,1,0,17899,Good,0.721,1
52,Employed,44480.0,3239.0,5,100,739.0,2,14938.0,1,1,2671,Average,0.336,0
30,Self-Employed,60794.0,2940.0,9,3839,585.0,3,44008.0,2,0,1000,Good,0.724,0
36,Self-Employed,31111.0,100.0,13,571,821.0,1,22879.0,1,0,1000,Poor,0.735,0
27,Unemployed,69903.0,1330.0,6,2521,564.0,3,38777.0,2,0,27286,Average,0.555,1
37,Employed,36171.0,3753.0,13,2133,766.0,3,15782.0,2,0,11154,Excellent,0.436,0
43,Employed,50876.0,822.0,9,2174,674.0,3,23422.0,4,0,17578,Good,0.46,0
46,Employed,89134.0,2593.0,3,911,653.0,2,31965.0,0,0,24503,Average,0.359,0
41,Employed,84966.0,5634.0,9,3108,694.0,3,17524.0,2,1,13986,Good,0.206,0
42,Self-Employed,54338.0,1689.0,4,3240,727.0,2,37664.0,3,0,1000,Excellent,0.693,0
27,Employed,20798.0,100.0,7,218,612.0,3,9065.0,0,0,5313,Good,0.436,0
34,Employed,200000.0,8865.0,1,8244,619.0,2,120000.0,4,0,60000,Excellent,0.6,1
35,Self-Employed,143675.0,3397.0,10,4242,729.0,1,45233.0,2,1,57649,Excellent,0.315,0
27,Employed,81843.0,748.0,3,2616,552.0,3,3851.0,1,0,4643,Average,0.047,1
29,Employed,36346.0,353.0,4,1892,636.0,4,24748.0,0,0,4166,Good,0.681,1
28,Employed,51669.0,1086.0,12,3076,850.0,3,14291.0,2,1,23822,Good,0.277,0
43,Self-Employed,40791.0,100.0,8,2080,607.0,3,24600.0,1,0,4733,Good,0.603,0
49,Employed,110217.0,5861.0,1,1942,766.0,2,61580.0,2,0,32073,Good,0.559,0
38,Self-Employed,63543.0,3565.0,15,1449,636.0,1,5214.0,3,1,10278,Good,0.082,1
51,Employed,35732.0,100.0,7,789,718.0,3,11649.0,0,1,12967,Average,0.326,0
50,Self-Employed,42454.0,100.0,4,1401,729.0,1,16238.0,0,1,1035,Good,0.382,0
59,Self-Employed,101899.0,6558.0,14,4489,765.0,3,42101.0,1,0,41851,Average,0.413,0
55,Employed,132607.0,4500.0,11,3656,665.0,1,53768.0,2,0,10471,Average,0.405,0
38,Employed,127474.0,7552.0,3,1204,829.0,2,29910.0,0,0,3776,Good,0.235,0
62,Employed,83404.0,4138.0,13,2334,636.0,1,17521.0,1,0,13706,Poor,0.21,0
59,Self-Employed,47865.0,3055.0,8,2205,698.0,3,23088.0,2,1,23613,Good,0.482,0
37,Employed,15000.0,868.0,5,518,698.0,1,0.0,1,1,1000,Poor,0.0,0
34,Employed,64765.0,2521.0,6,100,596.0,3,35542.0,1,1,29250,Average,0.549,1
51,Employed,54945.0,3079.0,2,2543,659.0,4,19703.0,1,0,5831,Good,0.359,0
44,Employed,59402.0,1770.0,14,3406,692.0,2,40006.0,2,0,8424,Excellent,0.673,0
55,Employed,56655.0,1674.0,1,2772,648.0,1,46833.0,1,1,18021,Good,0.827,1
64,Employed,26520.0,983.0,12,840,850.0,2,17012.0,0,0,12648,Good,0.641,0
65,Employed,74732.0,2127.0,7,3435,617.0,2,33286.0,0,0,25998,Average,0.445,1
54,Self-Employed,77871.0,3578.0,8,3758,768.0,1,25325.0,0,0,12742,Excellent,0.325,0
23,Employed,80047.0,2476.0,13,2927,744.0,2,9861.0,1,0,33587,Poor,0.123,0
57,Employed,92569.0,5193.0,3,4882,679.0,2,9213.0,3,1,5696,Poor,0.1,0
63,Unemployed,76674.0,100.0,6,2070,615.0,4,40729.0,0,0,12610,Good,0.531,1
60,Self-Employed,43896.0,707.0,15,2788,622.0,3,16422.0,1,0,9479,Excellent,0.374,0
46,Unemployed,52898.0,3861.0,12,574,641.0,3,12907.0,2,1,4365,Average,0.244,1
43,Employed,57827.0,1399.0,1,3202,546.0,1,18186.0,0,1,18599,Good,0.314,1
64,Employed,58356.0,502.0,4,1702,605.0,1,28698.0,2,0,16925,Good,0.492,1
59,Employed,95236.0,4962.0,12,2135,569.0,5,67388.0,2,1,30565,Excellent,0.708,1
35,Self-Employed,78363.0,3577.0,2,4080,781.0,1,14618.0,2,1,26826,Poor,0.187,0
24,Employed,172409.0,1718.0,1,6233,726.0,1,39660.0,2,1,37649,Average,0.23,0
49,Employed,185099.0,1183.0,12,4681,739.0,4,120000.0,0,0,60000,Good,0.648,0
42,Employed,57463.0,707.0,3,3462,724.0,1,13385.0,0,0,13967,Excellent,0.233,0
45,Employed,15000.0,1010.0,11,624,693.0,6,11766.0,0,0,2256,Good,0.784,0
33,Employed,108591.0,3477.0,2,4596,790.0,1,51616.0,0,0,3172,Excellent,0.475,0
38,Employed,40859.0,460.0,5,3054,634.0,4,11126.0,0,1,14544,Good,0.272,1
53,Employed,35393.0,659.0,9,782,688.0,1,19114.0,0,0,14379,Average,0.54,1
36,Employed,44176.0,3776.0,8,1106,736.0,3,34585.0,0,1,17604,Good,0.783,1
65,Unemployed,43021.0,3342.0,12,306,581.0,0,2865.0,2,0,1000,Good,0.067,0
62,Self-Employed,77021.0,5077.0,2,1361,850.0,5,6341.0,1,0,23202,Good,0.082,0
64,Unemployed,23328.0,340.0,7,729,682.0,1,373.0,2,0,7828,Good,0.016,0
22,Self-Employed,30404.0,2763.0,11,1499,691.0,3,16104.0,2,0,8377,Poor,0.53,0
55,Employed,66425.0,2133.0,14,1177,774.0,1,36830.0,3,0,14030,Good,0.554,0
62,Employed,77475.0,3768.0,12,2629,749.0,0,53900.0,3,1,6557,Excellent,0.696,0
54,Employed,78271.0,1994.0,3,3167,683.0,2,55781.0,0,0,31012,Average,0.713,0
50,Employed,35675.0,1325.0,6,971,690.0,2,16440.0,0,0,11741,Poor,0.461,1
33,Employed,32114.0,2321.0,12,2140,567.0,3,18468.0,1,1,6720,Good,0.575,1
33,Employed,41624.0,1395.0,9,2805,638.0,2,10202.0,0,1,2416,Excellent,0.245,1
38,Employed,62757.0,2852.0,3,1914,719.0,0,43787.0,3,0,23590,Excellent,0.698,0
52,Employed,124505.0,1409.0,10,2917,713.0,1,38739.0,1,0,47001,Good,0.311,0
52,Employed,17836.0,2138.0,10,2122,772.0,2,5099.0,2,0,1000,Excellent,0.286,0
55,Employed,48712.0,3151.0,15,1429,671.0,4,25931.0,1,0,7135,Excellent,0.532,0
59,Self-Employed,26426.0,2535.0,2,154,576.0,2,14069.0,1,0,5597,Average,0.532,1
49,Employed,22167.0,1316.0,14,1557,759.0,0,2310.0,1,0,1000,Excellent,0.104,0
49,Employed,93612.0,6144.0,2,4299,788.0,2,29274.0,4,0,24428,Good,0.313,0
64,Employed,74208.0,3300.0,5,2735,747.0,1,42109.0,4,0,9266,Good,0.567,0
36,Employed,70423.0,1495.0,6,1447,668.0,3,41740.0,1,0,4782,Good,0.593,1
64,Employed,91277.0,5589.0,4,3935,758.0,2,47086.0,1,0,31620,Good,0.516,0
30,Employed,42245.0,100.0,6,1478,850.0,0,4833.0,1,0,15345,Good,0.114,0
50,Employed,43353.0,697.0,4,2175,689.0,2,13689.0,5,1,4508,Good,0.316,0
45,Employed,183000.0,8877.0,12,7668,582.0,1,101378.0,1,1,43053,Excellent,0.554,1
59,Unemployed,48025.0,1784.0,5,1674,636.0,0,45837.0,3,0,9431,Excellent,0.954,0
40,Unemployed,82406.0,712.0,7,3845,727.0,3,18255.0,1,0,24371,Excellent,0.222,0
25,Employed,55193.0,2722.0,6,1968,560.0,6,305.0,2,0,21969,Excellent,0.006,0
21,Employed,19901.0,165.0,2,1124,693.0,4,8660.0,2,0,10158,Average,0.435,0
50,Self-Employed,17864.0,1285.0,9,100,709.0,4,3253.0,1,0,1000,Poor,0.182,0
23,Employed,40000.0,1041.0,10,1713,795.0,3,0.0,0,0,6885,Average,0.0,0
65,Employed,98316.0,5364.0,5,4038,778.0,0,51184.0,1,0,14372,Excellent,0.521,0
34,Employed,84851.0,2756.0,9,3325,745.0,2,61374.0,2,1,34032,Good,0.723,0
50,Unemployed,90929.0,6639.0,5,3841,518.0,0,39232.0,3,0,10220,Average,0.431,1
24,Employed,31959.0,2868.0,3,1053,749.0,2,2981.0,1,0,19145,Good,0.093,0
38,Employed,133762.0,8213.0,7,3445,733.0,4,85287.0,1,1,6127,Excellent,0.638,0
57,Self-Employed,32351.0,3817.0,12,1848,699.0,4,8229.0,1,0,1599,Good,0.254,0
45,Employed,61830.0,5047.0,8,910,550.0,3,23081.0,1,0,22353,Good,0.373,1
21,Employed,54688.0,1878.0,12,2265,622.0,1,28289.0,2,1,4007,Good,0.517,1
35,Unemployed,49984.0,2480.0,5,1169,592.0,0,24634.0,1,0,7220,Average,0.493,1
29,Employed,114842.0,5730.0,9,4428,529.0,3,73342.0,2,0,21405,Good,0.639,1
35,Employed,37320.0,627.0,3,218,680.0,3,4069.0,1,0,4979,Average,0.109,0
44,Employed,26181.0,1806.0,8,100,620.0,0,7218.0,0,0,1013,Good,0.276,0
24,Employed,55608.0,100.0,11,2116,850.0,1,35362.0,5,0,26709,Average,0.636,0
32,Employed,44143.0,634.0,2,1336,667.0,1,1582.0,0,0,7484,Good,0.036,0
57,Employed,200000.0,11573.0,10,5470,777.0,3,56196.0,1,0,38413,Average,0.281,1
57,Employed,79791.0,1201.0,1,3916,562.0,1,38326.0,2,1,33756,Good,0.48,1
63,Self-Employed,43912.0,2044.0,15,1946,640.0,1,36790.0,0,0,1272,Good,0.838,1
26,Employed,30768.0,100.0,7,1224,687.0,3,13708.0,3,0,7481,Poor,0.446,1
59,Employed,19554.0,1654.0,10,697,612.0,2,2393.0,1,1,1494,Excellent,0.122,0
44,Employed,31295.0,895.0,12,1112,648.0,4,14035.0,1,0,3387,Good,0.448,0
31,Self-Employed,58589.0,1615.0,5,2976,664.0,1,41946.0,0,0,21503,Average,0.716,0
33,Employed,120586.0,8753.0,12,4603,662.0,3,72870.0,1,0,18198,Good,0.604,0
54,Employed,101928.0,3329.0,7,3259,819.0,1,,1,0,26679,Average,0.202,0
45,Employed,62386.0,3098.0,3,2225,708.0,3,35798.0,0,0,29211,Good,0.574,0
27,Employed,46044.0,2352.0,3,1188,716.0,1,32113.0,1,0,3115,Good,0.697,0
24,Employed,63763.0,4922.0,13,2585,720.0,1,35686.0,0,0,14369,Good,0.56,0
28,Self-Employed,41350.0,1524.0,1,1560,726.0,1,13884.0,0,0,19646,Poor,0.336,0
40,Employed,,7061.0,3,5864,674.0,3,60717.0,3,0,55684,Excellent,0.429,0
49,Employed,49565.0,2349.0,1,1730,656.0,2,27627.0,1,0,11014,Average,0.557,0
65,Employed,52449.0,3412.0,4,2661,693.0,2,21739.0,1,0,12700,Good,0.414,0
30,Self-Employed,16259.0,774.0,14,824,767.0,2,0.0,1,0,2591,Excellent,0.0,0
63,Employed,49395.0,3243.0,14,1403,764.0,1,19288.0,1,0,2207,Poor,0.39,0
54,Employed,87130.0,4796.0,10,2697,662.0,4,17093.0,1,0,30236,Average,0.196,0
46,Employed,30572.0,1446.0,5,1884,738.0,5,22335.0,1,1,1000,Excellent,0.731,0
61,Employed,36395.0,3374.0,10,1675,665.0,3,21083.0,1,1,4980,Good,0.579,0
23,Employed,85057.0,2626.0,15,1364,683.0,6,36529.0,1,0,21735,Average,0.429,0
26,Employed,24414.0,100.0,15,1113,644.0,4,20997.0,0,0,3415,Good,0.86,0
25,Employed,98408.0,100.0,9,1471,666.0,2,49908.0,2,1,10023,Poor,0.507,1
25,Employed,41044.0,2518.0,14,1514,781.0,3,30816.0,1,1,12549,Good,0.751,1
43,Employed,44417.0,1166.0,1,741,687.0,2,0.0,2,0,2068,Average,0.0,0
29,Employed,29642.0,1899.0,8,2078,690.0,3,6607.0,1,0,1000,Good,0.223,0
55,Employed,67712.0,3455.0,4,1143,571.0,2,35367.0,0,0,1000,Excellent,0.522,1
40,Self-Employed,200000.0,4727.0,4,5459,657.0,3,30547.0,1,0,15102,Excellent,0.153,0
62,Unemployed,84534.0,5629.0,1,4561,662.0,3,19696.0,0,0,37073,Excellent,0.233,1
55,Unemployed,34191.0,110.0,12,1808,618.0,0,875.0,2,0,13055,Average,0.026,0
38,Self-Employed,102712.0,4952.0,8,853,682.0,3,62146.0,1,0,41971,Poor,0.605,0
37,Employed,46208.0,990.0,5,1263,648.0,6,26488.0,1,0,7061,Excellent,0.573,0
44,Self-Employed,117132.0,4985.0,3,4952,686.0,1,46428.0,2,0,31424,Good,0.396,0
23,Employed,85713.0,515.0,5,4977,689.0,3,30313.0,1,0,10971,Average,0.354,0
52,Employed,15000.0,142.0,7,472,608.0,1,1353.0,4,0,1000,Good,0.09,1
55,Employed,31661.0,453.0,9,601,650.0,3,26925.0,2,0,10968,Average,0.85,0
58,Employed,92457.0,1681.0,14,4468,686.0,1,24932.0,1,0,30258,Good,0.27,0
33,Self-Employed,59784.0,2660.0,11,2440,769.0,3,21240.0,1,0,7149,Good,0.355,0
45,Employed,31320.0,2285.0,9,2072,699.0,2,5676.0,1,0,4840,Average,0.181,0
29,Employed,38817.0,1902.0,14,372,630.0,4,21502.0,1,0,10357,Good,0.554,0
24,Unemployed,19277.0,250.0,13,1165,710.0,2,6023.0,0,0,1000,Good,0.312,0
34,Employed,52391.0,1100.0,14,1684,808.0,2,34422.0,2,0,21631,Good,0.657,0
57,Employed,185529.0,6188.0,15,10089,749.0,1,55735.0,2,0,36113,Good,0.3,0
54,Unemployed,85631.0,3417.0,7,2473,721.0,0,11760.0,1,0,28602,Average,0.137,0
31,Employed,183472.0,2316.0,9,8923,734.0,1,51659.0,1,0,57896,Good,0.282,0
61,Employed,89358.0,5830.0,12,3928,788.0,4,20022.0,3,0,19485,Good,0.224,0
23,Employed,96781.0,957.0,9,4863,761.0,2,45854.0,0,0,27426,Good,0.474,0
48,Employed,162890.0,5147.0,13,8441,723.0,2,64980.0,2,0,40671,Excellent,0.399,0
49,Self-Employed,67683.0,2830.0,14,2368,760.0,3,40226.0,1,0,16490,Average,0.594,0
29,Employed,49618.0,3495.0,12,2154,599.0,4,39856.0,1,0,19462,Good,0.803,1
23,Employed,97057.0,3702.0,3,2373,567.0,3,25843.0,1,0,11821,Good,0.266,1
45,Employed,122357.0,2803.0,5,3427,692.0,4,65586.0,0,0,52543,Poor,0.536,0
54,Employed,42239.0,2514.0,2,1511,685.0,1,22092.0,2,1,4362,Average,0.523,0
32,Unemployed,36983.0,850.0,10,865,639.0,0,10532.0,2,1,11954,Good,0.285,1
62,Employed,59365.0,3197.0,15,1901,742.0,2,49588.0,1,1,25992,Excellent,0.835,0
29,Employed,86891.0,3069.0,15,3869,540.0,1,46620.0,0,0,32288,Good,0.537,1
35,Employed,85309.0,1816.0,5,1679,640.0,5,42757.0,2,0,23564,Good,0.501,0
60,Self-Employed,25129.0,901.0,7,704,644.0,3,19632.0,0,0,2992,Good,0.781,0
45,Unemployed,157388.0,8079.0,5,7717,557.0,2,66683.0,2,0,40895,Average,0.424,1
25,Employed,38656.0,100.0,15,676,792.0,3,13941.0,2,0,2358,Average,0.361,0
31,Employed,47539.0,244.0,8,2207,,1,12910.0,1,0,21256,Excellent,0.272,1
54,Employed,33477.0,514.0,10,1066,636.0,2,14458.0,1,0,7030,Good,0.432,0
44,Self-Employed,200000.0,6567.0,15,2335,748.0,0,36107.0,1,1,60000,Good,0.181,0
35,Employed,62832.0,1792.0,2,2541,728.0,3,24819.0,5,0,16107,Excellent,0.395,0
58,Self-Employed,34443.0,1450.0,6,848,597.0,5,22645.0,1,0,4134,Good,0.657,1
28,Employed,88455.0,3909.0,10,633,731.0,1,49812.0,0,0,10324,Good,0.563,0
25,Self-Employed,83961.0,3725.0,13,1216,702.0,3,43309.0,1,1,19054,Good,0.516,0
46,Employed,49605.0,1300.0,6,3494,850.0,3,21911.0,4,1,14040,Good,0.442,0
38,Employed,87328.0,3966.0,4,3771,710.0,2,16127.0,1,0,21782,Average,0.185,0
26,Employed,34933.0,706.0,1,206,669.0,0,29370.0,2,0,20119,Good,0.841,1
57,Employed,41940.0,1614.0,14,1879,616.0,2,21162.0,1,0,7255,Good,0.505,1
33,Unemployed,18205.0,208.0,6,508,624.0,3,9730.0,0,0,2223,Average,0.534,1
48,Self-Employed,26553.0,828.0,9,100,618.0,3,2620.0,1,0,7171,Good,0.099,0
